orderNumber,productCode,productCode,quantityOrdered,productName,productLine,quantityInStock
10351,S24_2841,S24_2841,25,"1900s Vintage Bi-Plane",Planes,5942
10351,S24_3420,S24_3420,38,"1937 Horch 930V Limousine","Vintage Cars",2902
10351,S24_3949,S24_3949,34,"Corsair F4U ( Bird Cage)",Planes,6812
10352,S700_2047,S700_2047,23,"HMS Bounty",Ships,3501
10352,S700_2466,S700_2466,49,"America West Airlines B757-200",Planes,9653
10352,S700_4002,S700_4002,22,"American Airlines: MD-11S",Planes,8820
10352,S72_1253,S72_1253,49,"Boeing X-32A JSF",Planes,4857
10353,S18_2581,S18_2581,27,"P-51-D Mustang",Planes,992
10353,S24_1785,S24_1785,28,"1928 British Royal Navy Airplane",Planes,3627
10353,S24_4278,S24_4278,35,"1900s Vintage Tri-Plane",Planes,2756
10353,S32_1374,S32_1374,46,"1997 BMW F650 ST",Motorcycles,178
10353,S32_4289,S32_4289,40,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10353,S50_1341,S50_1341,40,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10353,S700_1691,S700_1691,39,"American Airlines: B767-300",Planes,5841
10353,S700_2834,S700_2834,48,"ATA: B757-300",Planes,7106
10353,S700_3167,S700_3167,43,"F/A 18 Hornet 1/72",Planes,551
10354,S10_1678,S10_1678,42,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10354,S10_2016,S10_2016,20,"1996 Moto Guzzi 1100i",Motorcycles,6625
10354,S10_4698,S10_4698,42,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10354,S12_1099,S12_1099,31,"1968 Ford Mustang","Classic Cars",68
10354,S12_2823,S12_2823,35,"2002 Suzuki XREO",Motorcycles,9997
10354,S12_3380,S12_3380,29,"1968 Dodge Charger","Classic Cars",9123
10354,S12_3990,S12_3990,23,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10354,S12_4675,S12_4675,28,"1969 Dodge Charger","Classic Cars",7323
10354,S18_1889,S18_1889,21,"1948 Porsche 356-A Roadster","Classic Cars",8826
10354,S18_2625,S18_2625,28,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10354,S18_3278,S18_3278,36,"1969 Dodge Super Bee","Classic Cars",1917
10354,S24_1578,S24_1578,21,"1997 BMW R 1100 S",Motorcycles,7003
10354,S24_2000,S24_2000,28,"1960 BSA Gold Star DBD34",Motorcycles,15
10355,S18_3482,S18_3482,23,"1976 Ford Gran Torino","Classic Cars",9127
10355,S18_3782,S18_3782,31,"1957 Vespa GS150",Motorcycles,7689
10355,S18_4721,S18_4721,25,"1957 Corvette Convertible","Classic Cars",1249
10355,S24_2360,S24_2360,41,"1982 Ducati 900 Monster",Motorcycles,6840
10355,S24_2972,S24_2972,36,"1982 Lamborghini Diablo","Classic Cars",7723
10355,S24_3371,S24_3371,44,"1971 Alpine Renault 1600s","Classic Cars",7995
10355,S24_3856,S24_3856,32,"1956 Porsche 356A Coupe","Classic Cars",6600
10355,S24_4620,S24_4620,28,"1961 Chevrolet Impala","Classic Cars",7869
10355,S32_2206,S32_2206,38,"1982 Ducati 996 R",Motorcycles,9241
10355,S32_4485,S32_4485,40,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10356,S18_1129,S18_1129,43,"1993 Mazda RX-7","Classic Cars",3975
10356,S18_1342,S18_1342,50,"1937 Lincoln Berline","Vintage Cars",8693
10356,S18_1367,S18_1367,22,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10356,S18_1984,S18_1984,27,"1995 Honda Civic","Classic Cars",9772
10356,S18_2325,S18_2325,29,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10356,S18_2795,S18_2795,30,"1928 Mercedes-Benz SSK","Vintage Cars",548
10356,S24_1937,S24_1937,48,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10356,S24_2022,S24_2022,26,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10356,S50_4713,S50_4713,26,"2002 Yamaha YZR M1",Motorcycles,600
10357,S10_1949,S10_1949,32,"1952 Alpine Renault 1300","Classic Cars",7305
10357,S10_4962,S10_4962,43,"1962 LanciaA Delta 16V","Classic Cars",6791
10357,S12_1666,S12_1666,49,"1958 Setra Bus","Trucks and Buses",1579
10357,S18_1097,S18_1097,39,"1940 Ford Pickup Truck","Trucks and Buses",2613
10357,S18_2432,S18_2432,41,"1926 Ford Fire Engine","Trucks and Buses",2018
10357,S18_2949,S18_2949,41,"1913 Ford Model T Speedster","Vintage Cars",4189
10357,S18_2957,S18_2957,49,"1934 Ford V8 Coupe","Vintage Cars",5649
10357,S18_3136,S18_3136,44,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10357,S18_3320,S18_3320,25,"1917 Maxwell Touring Car","Vintage Cars",7913
10357,S18_4600,S18_4600,28,"1940s Ford truck","Trucks and Buses",3128
10358,S12_3148,S12_3148,49,"1969 Corvair Monza","Classic Cars",6906
10358,S12_4473,S12_4473,42,"1957 Chevy Pickup","Trucks and Buses",6125
10358,S18_2238,S18_2238,20,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10358,S18_2319,S18_2319,20,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10358,S18_3232,S18_3232,32,"1992 Ferrari 360 Spider red","Classic Cars",8347
10358,S18_4027,S18_4027,25,"1970 Triumph Spitfire","Classic Cars",5545
10358,S18_4668,S18_4668,30,"1939 Cadillac Limousine","Vintage Cars",6645
10358,S24_1444,S24_1444,44,"1970 Dodge Coronet","Classic Cars",4074
10358,S24_2300,S24_2300,41,"1962 Volkswagen Microbus","Trucks and Buses",2327
10358,S24_2840,S24_2840,36,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10358,S24_4258,S24_4258,41,"1936 Chrysler Airflow","Vintage Cars",4710
10358,S32_1268,S32_1268,41,"1980’s GM Manhattan Express","Trucks and Buses",5099
10358,S32_3522,S32_3522,36,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10358,S700_2824,S700_2824,27,"1982 Camaro Z28","Classic Cars",6934
10359,S10_4757,S10_4757,48,"1972 Alfa Romeo GTA","Classic Cars",3252
10359,S12_1108,S12_1108,42,"2001 Ferrari Enzo","Classic Cars",3619
10359,S12_3891,S12_3891,49,"1969 Ford Falcon","Classic Cars",1049
10359,S24_4048,S24_4048,22,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10359,S32_2509,S32_2509,36,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10359,S32_3207,S32_3207,22,"1950's Chicago Surface Lines Streetcar",Trains,8601
10359,S50_1392,S50_1392,46,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10359,S50_1514,S50_1514,25,"1962 City of Detroit Streetcar",Trains,1645
10360,S18_1662,S18_1662,50,"1980s Black Hawk Helicopter",Planes,5330
10360,S18_2581,S18_2581,41,"P-51-D Mustang",Planes,992
10360,S18_3029,S18_3029,46,"1999 Yamaha Speed Boat",Ships,4259
10360,S18_3140,S18_3140,29,"1903 Ford Model A","Vintage Cars",3913
10360,S18_3259,S18_3259,29,"Collectable Wooden Train",Trains,6450
10360,S18_3856,S18_3856,40,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10360,S18_4522,S18_4522,40,"1904 Buick Runabout","Vintage Cars",8290
10360,S24_1785,S24_1785,22,"1928 British Royal Navy Airplane",Planes,3627
10360,S24_2011,S24_2011,31,"18th century schooner",Ships,1898
10360,S24_2841,S24_2841,49,"1900s Vintage Bi-Plane",Planes,5942
10360,S24_3151,S24_3151,36,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10360,S24_3816,S24_3816,22,"1940 Ford Delivery Sedan","Vintage Cars",6621
10360,S700_1138,S700_1138,32,"The Schooner Bluenose",Ships,1897
10360,S700_1938,S700_1938,26,"The Mayflower",Ships,737
10360,S700_2610,S700_2610,30,"The USS Constitution Ship",Ships,7083
10360,S700_3505,S700_3505,35,"The Titanic",Ships,1956
10360,S700_3962,S700_3962,31,"The Queen Mary",Ships,5088
10360,S72_3212,S72_3212,31,"Pont Yacht",Ships,414
10361,S10_1678,S10_1678,20,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10361,S10_2016,S10_2016,26,"1996 Moto Guzzi 1100i",Motorcycles,6625
10361,S24_3420,S24_3420,34,"1937 Horch 930V Limousine","Vintage Cars",2902
10361,S24_3949,S24_3949,26,"Corsair F4U ( Bird Cage)",Planes,6812
10361,S24_4278,S24_4278,25,"1900s Vintage Tri-Plane",Planes,2756
10361,S32_4289,S32_4289,49,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10361,S50_1341,S50_1341,33,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10361,S700_1691,S700_1691,20,"American Airlines: B767-300",Planes,5841
10361,S700_2047,S700_2047,24,"HMS Bounty",Ships,3501
10361,S700_2466,S700_2466,26,"America West Airlines B757-200",Planes,9653
10361,S700_2834,S700_2834,44,"ATA: B757-300",Planes,7106
10361,S700_3167,S700_3167,44,"F/A 18 Hornet 1/72",Planes,551
10361,S700_4002,S700_4002,35,"American Airlines: MD-11S",Planes,8820
10361,S72_1253,S72_1253,23,"Boeing X-32A JSF",Planes,4857
10362,S10_4698,S10_4698,22,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10362,S12_2823,S12_2823,22,"2002 Suzuki XREO",Motorcycles,9997
10362,S18_2625,S18_2625,23,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10362,S24_1578,S24_1578,50,"1997 BMW R 1100 S",Motorcycles,7003
10363,S12_1099,S12_1099,33,"1968 Ford Mustang","Classic Cars",68
10363,S12_3380,S12_3380,34,"1968 Dodge Charger","Classic Cars",9123
10363,S12_3990,S12_3990,34,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10363,S12_4675,S12_4675,46,"1969 Dodge Charger","Classic Cars",7323
10363,S18_1889,S18_1889,22,"1948 Porsche 356-A Roadster","Classic Cars",8826
10363,S18_3278,S18_3278,46,"1969 Dodge Super Bee","Classic Cars",1917
10363,S18_3482,S18_3482,24,"1976 Ford Gran Torino","Classic Cars",9127
10363,S18_3782,S18_3782,32,"1957 Vespa GS150",Motorcycles,7689
10363,S18_4721,S18_4721,28,"1957 Corvette Convertible","Classic Cars",1249
10363,S24_2000,S24_2000,21,"1960 BSA Gold Star DBD34",Motorcycles,15
10363,S24_2360,S24_2360,43,"1982 Ducati 900 Monster",Motorcycles,6840
10363,S24_3371,S24_3371,21,"1971 Alpine Renault 1600s","Classic Cars",7995
10363,S24_3856,S24_3856,31,"1956 Porsche 356A Coupe","Classic Cars",6600
10363,S24_4620,S24_4620,43,"1961 Chevrolet Impala","Classic Cars",7869
10363,S32_1374,S32_1374,50,"1997 BMW F650 ST",Motorcycles,178
10364,S32_2206,S32_2206,48,"1982 Ducati 996 R",Motorcycles,9241
10365,S18_1129,S18_1129,30,"1993 Mazda RX-7","Classic Cars",3975
10365,S32_4485,S32_4485,22,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10365,S50_4713,S50_4713,44,"2002 Yamaha YZR M1",Motorcycles,600
10366,S18_1984,S18_1984,34,"1995 Honda Civic","Classic Cars",9772
10366,S18_2870,S18_2870,49,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10366,S18_3232,S18_3232,34,"1992 Ferrari 360 Spider red","Classic Cars",8347
10367,S18_1589,S18_1589,49,"1965 Aston Martin DB5","Classic Cars",9042
10367,S18_1749,S18_1749,37,"1917 Grand Touring Sedan","Vintage Cars",2724
10367,S18_2248,S18_2248,45,"1911 Ford Town Car","Vintage Cars",540
10367,S18_2325,S18_2325,27,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10367,S18_2795,S18_2795,32,"1928 Mercedes-Benz SSK","Vintage Cars",548
10367,S18_3685,S18_3685,46,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10367,S18_4409,S18_4409,43,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10367,S18_4933,S18_4933,44,"1957 Ford Thunderbird","Classic Cars",3209
10367,S24_1046,S24_1046,21,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10367,S24_1628,S24_1628,38,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10367,S24_1937,S24_1937,23,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10367,S24_2022,S24_2022,28,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10367,S24_2972,S24_2972,36,"1982 Lamborghini Diablo","Classic Cars",7723
10368,S24_2766,S24_2766,40,"1949 Jaguar XK 120","Classic Cars",2350
10368,S24_2887,S24_2887,31,"1952 Citroen-15CV","Classic Cars",1452
10368,S24_3191,S24_3191,46,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10368,S24_3432,S24_3432,20,"2002 Chevy Corvette","Classic Cars",9446
10368,S24_3969,S24_3969,46,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10369,S10_1949,S10_1949,41,"1952 Alpine Renault 1300","Classic Cars",7305
10369,S18_1342,S18_1342,44,"1937 Lincoln Berline","Vintage Cars",8693
10369,S18_1367,S18_1367,32,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10369,S18_2949,S18_2949,42,"1913 Ford Model T Speedster","Vintage Cars",4189
10369,S18_2957,S18_2957,28,"1934 Ford V8 Coupe","Vintage Cars",5649
10369,S18_3136,S18_3136,21,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10369,S18_3320,S18_3320,45,"1917 Maxwell Touring Car","Vintage Cars",7913
10369,S24_4258,S24_4258,40,"1936 Chrysler Airflow","Vintage Cars",4710
10370,S10_4962,S10_4962,35,"1962 LanciaA Delta 16V","Classic Cars",6791
10370,S12_1666,S12_1666,49,"1958 Setra Bus","Trucks and Buses",1579
10370,S18_1097,S18_1097,27,"1940 Ford Pickup Truck","Trucks and Buses",2613
10370,S18_2319,S18_2319,22,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10370,S18_2432,S18_2432,22,"1926 Ford Fire Engine","Trucks and Buses",2018
10370,S18_3232,S18_3232,27,"1992 Ferrari 360 Spider red","Classic Cars",8347
10370,S18_4600,S18_4600,29,"1940s Ford truck","Trucks and Buses",3128
10370,S18_4668,S18_4668,20,"1939 Cadillac Limousine","Vintage Cars",6645
10370,S32_3522,S32_3522,25,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10371,S12_1108,S12_1108,32,"2001 Ferrari Enzo","Classic Cars",3619
10371,S12_4473,S12_4473,49,"1957 Chevy Pickup","Trucks and Buses",6125
10371,S18_2238,S18_2238,25,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10371,S24_1444,S24_1444,25,"1970 Dodge Coronet","Classic Cars",4074
10371,S24_2300,S24_2300,20,"1962 Volkswagen Microbus","Trucks and Buses",2327
10371,S24_2840,S24_2840,45,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10371,S24_4048,S24_4048,28,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10371,S32_1268,S32_1268,26,"1980’s GM Manhattan Express","Trucks and Buses",5099
10371,S32_2509,S32_2509,20,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10371,S32_3207,S32_3207,30,"1950's Chicago Surface Lines Streetcar",Trains,8601
10371,S50_1392,S50_1392,48,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10371,S700_2824,S700_2824,34,"1982 Camaro Z28","Classic Cars",6934
10372,S12_3148,S12_3148,40,"1969 Corvair Monza","Classic Cars",6906
10372,S12_3891,S12_3891,34,"1969 Ford Falcon","Classic Cars",1049
10372,S18_3140,S18_3140,28,"1903 Ford Model A","Vintage Cars",3913
10372,S18_3259,S18_3259,25,"Collectable Wooden Train",Trains,6450
10372,S18_4027,S18_4027,48,"1970 Triumph Spitfire","Classic Cars",5545
10372,S18_4522,S18_4522,41,"1904 Buick Runabout","Vintage Cars",8290
10372,S24_2011,S24_2011,37,"18th century schooner",Ships,1898
10372,S50_1514,S50_1514,24,"1962 City of Detroit Streetcar",Trains,1645
10372,S700_1938,S700_1938,44,"The Mayflower",Ships,737
10373,S10_4757,S10_4757,39,"1972 Alfa Romeo GTA","Classic Cars",3252
10373,S18_1662,S18_1662,28,"1980s Black Hawk Helicopter",Planes,5330
10373,S18_3029,S18_3029,22,"1999 Yamaha Speed Boat",Ships,4259
10373,S18_3856,S18_3856,50,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10373,S24_2841,S24_2841,38,"1900s Vintage Bi-Plane",Planes,5942
10373,S24_3151,S24_3151,33,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10373,S24_3420,S24_3420,46,"1937 Horch 930V Limousine","Vintage Cars",2902
10373,S24_3816,S24_3816,23,"1940 Ford Delivery Sedan","Vintage Cars",6621
10373,S24_3949,S24_3949,39,"Corsair F4U ( Bird Cage)",Planes,6812
10373,S700_1138,S700_1138,44,"The Schooner Bluenose",Ships,1897
10373,S700_2047,S700_2047,32,"HMS Bounty",Ships,3501
10373,S700_2610,S700_2610,41,"The USS Constitution Ship",Ships,7083
10373,S700_3505,S700_3505,34,"The Titanic",Ships,1956
10373,S700_3962,S700_3962,37,"The Queen Mary",Ships,5088
10373,S700_4002,S700_4002,45,"American Airlines: MD-11S",Planes,8820
10373,S72_1253,S72_1253,25,"Boeing X-32A JSF",Planes,4857
10373,S72_3212,S72_3212,29,"Pont Yacht",Ships,414
10374,S10_2016,S10_2016,39,"1996 Moto Guzzi 1100i",Motorcycles,6625
10374,S10_4698,S10_4698,22,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10374,S18_2581,S18_2581,42,"P-51-D Mustang",Planes,992
10374,S18_2625,S18_2625,22,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10374,S24_1578,S24_1578,38,"1997 BMW R 1100 S",Motorcycles,7003
10374,S24_1785,S24_1785,46,"1928 British Royal Navy Airplane",Planes,3627
10375,S10_1678,S10_1678,21,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10375,S12_1099,S12_1099,45,"1968 Ford Mustang","Classic Cars",68
10375,S12_2823,S12_2823,49,"2002 Suzuki XREO",Motorcycles,9997
10375,S24_2000,S24_2000,23,"1960 BSA Gold Star DBD34",Motorcycles,15
10375,S24_2360,S24_2360,20,"1982 Ducati 900 Monster",Motorcycles,6840
10375,S24_4278,S24_4278,43,"1900s Vintage Tri-Plane",Planes,2756
10375,S32_1374,S32_1374,37,"1997 BMW F650 ST",Motorcycles,178
10375,S32_4289,S32_4289,44,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10375,S32_4485,S32_4485,41,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10375,S50_1341,S50_1341,49,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10375,S50_4713,S50_4713,49,"2002 Yamaha YZR M1",Motorcycles,600
10375,S700_1691,S700_1691,37,"American Airlines: B767-300",Planes,5841
10375,S700_2466,S700_2466,33,"America West Airlines B757-200",Planes,9653
10375,S700_2834,S700_2834,25,"ATA: B757-300",Planes,7106
10375,S700_3167,S700_3167,44,"F/A 18 Hornet 1/72",Planes,551
10376,S12_3380,S12_3380,35,"1968 Dodge Charger","Classic Cars",9123
10377,S12_3990,S12_3990,24,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10377,S12_4675,S12_4675,50,"1969 Dodge Charger","Classic Cars",7323
10377,S18_1129,S18_1129,35,"1993 Mazda RX-7","Classic Cars",3975
10377,S18_1889,S18_1889,31,"1948 Porsche 356-A Roadster","Classic Cars",8826
10377,S18_1984,S18_1984,36,"1995 Honda Civic","Classic Cars",9772
10377,S18_3232,S18_3232,39,"1992 Ferrari 360 Spider red","Classic Cars",8347
10378,S18_1589,S18_1589,34,"1965 Aston Martin DB5","Classic Cars",9042
10378,S18_3278,S18_3278,22,"1969 Dodge Super Bee","Classic Cars",1917
10378,S18_3482,S18_3482,43,"1976 Ford Gran Torino","Classic Cars",9127
10378,S18_3782,S18_3782,28,"1957 Vespa GS150",Motorcycles,7689
10378,S18_4721,S18_4721,49,"1957 Corvette Convertible","Classic Cars",1249
10378,S24_2972,S24_2972,41,"1982 Lamborghini Diablo","Classic Cars",7723
10378,S24_3371,S24_3371,46,"1971 Alpine Renault 1600s","Classic Cars",7995
10378,S24_3856,S24_3856,33,"1956 Porsche 356A Coupe","Classic Cars",6600
10378,S24_4620,S24_4620,41,"1961 Chevrolet Impala","Classic Cars",7869
10378,S32_2206,S32_2206,40,"1982 Ducati 996 R",Motorcycles,9241
10379,S18_1749,S18_1749,39,"1917 Grand Touring Sedan","Vintage Cars",2724
10379,S18_2248,S18_2248,27,"1911 Ford Town Car","Vintage Cars",540
10379,S18_2870,S18_2870,29,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10379,S18_3685,S18_3685,32,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10379,S24_1628,S24_1628,32,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10380,S18_1342,S18_1342,27,"1937 Lincoln Berline","Vintage Cars",8693
10380,S18_2325,S18_2325,40,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10380,S18_2795,S18_2795,21,"1928 Mercedes-Benz SSK","Vintage Cars",548
10380,S18_4409,S18_4409,32,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10380,S18_4933,S18_4933,24,"1957 Ford Thunderbird","Classic Cars",3209
10380,S24_1046,S24_1046,34,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10380,S24_1937,S24_1937,32,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10380,S24_2022,S24_2022,27,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10380,S24_2766,S24_2766,36,"1949 Jaguar XK 120","Classic Cars",2350
10380,S24_2887,S24_2887,44,"1952 Citroen-15CV","Classic Cars",1452
10380,S24_3191,S24_3191,44,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10380,S24_3432,S24_3432,34,"2002 Chevy Corvette","Classic Cars",9446
10380,S24_3969,S24_3969,43,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10381,S10_1949,S10_1949,36,"1952 Alpine Renault 1300","Classic Cars",7305
10381,S10_4962,S10_4962,37,"1962 LanciaA Delta 16V","Classic Cars",6791
10381,S12_1666,S12_1666,20,"1958 Setra Bus","Trucks and Buses",1579
10381,S18_1097,S18_1097,48,"1940 Ford Pickup Truck","Trucks and Buses",2613
10381,S18_1367,S18_1367,25,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10381,S18_2432,S18_2432,35,"1926 Ford Fire Engine","Trucks and Buses",2018
10381,S18_2949,S18_2949,41,"1913 Ford Model T Speedster","Vintage Cars",4189
10381,S18_2957,S18_2957,40,"1934 Ford V8 Coupe","Vintage Cars",5649
10381,S18_3136,S18_3136,35,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10382,S12_1108,S12_1108,34,"2001 Ferrari Enzo","Classic Cars",3619
10382,S12_3148,S12_3148,37,"1969 Corvair Monza","Classic Cars",6906
10382,S12_3891,S12_3891,34,"1969 Ford Falcon","Classic Cars",1049
10382,S12_4473,S12_4473,32,"1957 Chevy Pickup","Trucks and Buses",6125
10382,S18_2238,S18_2238,25,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10382,S18_3320,S18_3320,50,"1917 Maxwell Touring Car","Vintage Cars",7913
10382,S18_4600,S18_4600,39,"1940s Ford truck","Trucks and Buses",3128
10382,S18_4668,S18_4668,39,"1939 Cadillac Limousine","Vintage Cars",6645
10382,S24_2300,S24_2300,20,"1962 Volkswagen Microbus","Trucks and Buses",2327
10382,S24_4258,S24_4258,33,"1936 Chrysler Airflow","Vintage Cars",4710
10382,S32_1268,S32_1268,26,"1980’s GM Manhattan Express","Trucks and Buses",5099
10382,S32_3522,S32_3522,48,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10382,S700_2824,S700_2824,34,"1982 Camaro Z28","Classic Cars",6934
10383,S18_2319,S18_2319,27,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10383,S18_3140,S18_3140,24,"1903 Ford Model A","Vintage Cars",3913
10383,S18_3232,S18_3232,47,"1992 Ferrari 360 Spider red","Classic Cars",8347
10383,S18_3259,S18_3259,26,"Collectable Wooden Train",Trains,6450
10383,S18_4027,S18_4027,38,"1970 Triumph Spitfire","Classic Cars",5545
10383,S18_4522,S18_4522,28,"1904 Buick Runabout","Vintage Cars",8290
10383,S24_1444,S24_1444,22,"1970 Dodge Coronet","Classic Cars",4074
10383,S24_2840,S24_2840,40,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10383,S24_4048,S24_4048,21,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10383,S32_2509,S32_2509,32,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10383,S32_3207,S32_3207,44,"1950's Chicago Surface Lines Streetcar",Trains,8601
10383,S50_1392,S50_1392,29,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10383,S50_1514,S50_1514,38,"1962 City of Detroit Streetcar",Trains,1645
10384,S10_4757,S10_4757,34,"1972 Alfa Romeo GTA","Classic Cars",3252
10384,S24_2011,S24_2011,28,"18th century schooner",Ships,1898
10384,S24_3151,S24_3151,43,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10384,S700_1938,S700_1938,49,"The Mayflower",Ships,737
10385,S24_3816,S24_3816,37,"1940 Ford Delivery Sedan","Vintage Cars",6621
10385,S700_1138,S700_1138,25,"The Schooner Bluenose",Ships,1897
10386,S18_1662,S18_1662,25,"1980s Black Hawk Helicopter",Planes,5330
10386,S18_2581,S18_2581,21,"P-51-D Mustang",Planes,992
10386,S18_3029,S18_3029,37,"1999 Yamaha Speed Boat",Ships,4259
10386,S18_3856,S18_3856,22,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10386,S24_1785,S24_1785,33,"1928 British Royal Navy Airplane",Planes,3627
10386,S24_2841,S24_2841,39,"1900s Vintage Bi-Plane",Planes,5942
10386,S24_3420,S24_3420,35,"1937 Horch 930V Limousine","Vintage Cars",2902
10386,S24_3949,S24_3949,41,"Corsair F4U ( Bird Cage)",Planes,6812
10386,S24_4278,S24_4278,50,"1900s Vintage Tri-Plane",Planes,2756
10386,S700_2047,S700_2047,29,"HMS Bounty",Ships,3501
10386,S700_2466,S700_2466,37,"America West Airlines B757-200",Planes,9653
10386,S700_2610,S700_2610,37,"The USS Constitution Ship",Ships,7083
10386,S700_3167,S700_3167,32,"F/A 18 Hornet 1/72",Planes,551
10386,S700_3505,S700_3505,45,"The Titanic",Ships,1956
10386,S700_3962,S700_3962,30,"The Queen Mary",Ships,5088
10386,S700_4002,S700_4002,44,"American Airlines: MD-11S",Planes,8820
10386,S72_1253,S72_1253,50,"Boeing X-32A JSF",Planes,4857
10386,S72_3212,S72_3212,43,"Pont Yacht",Ships,414
10387,S32_1374,S32_1374,44,"1997 BMW F650 ST",Motorcycles,178
10388,S10_1678,S10_1678,42,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10388,S10_2016,S10_2016,50,"1996 Moto Guzzi 1100i",Motorcycles,6625
10388,S10_4698,S10_4698,21,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10388,S12_2823,S12_2823,44,"2002 Suzuki XREO",Motorcycles,9997
10388,S32_4289,S32_4289,35,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10388,S50_1341,S50_1341,27,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10388,S700_1691,S700_1691,46,"American Airlines: B767-300",Planes,5841
10388,S700_2834,S700_2834,50,"ATA: B757-300",Planes,7106
