customerNumber,customerName,phone,state,country,salesRepEmployeeNumber,amount,paymentDate,orderNumber
239,"Collectable Mini Designs Co.",7605558146,CA,USA,1166,80375.24,2004-03-15,10226
240,giftsbymail.co.uk,"(198) 555-8888","Isle of Wight",UK,1501,46788.14,2004-11-16,10232
240,giftsbymail.co.uk,"(198) 555-8888","Isle of Wight",UK,1501,46788.14,2004-11-16,10316
240,giftsbymail.co.uk,"(198) 555-8888","Isle of Wight",UK,1501,24995.61,2004-03-28,10232
240,giftsbymail.co.uk,"(198) 555-8888","Isle of Wight",UK,1501,24995.61,2004-03-28,10316
242,"Alpha Cognac",61.77.6555,NULL,France,1370,33818.34,2003-11-22,10136
242,"Alpha Cognac",61.77.6555,NULL,France,1370,33818.34,2003-11-22,10178
242,"Alpha Cognac",61.77.6555,NULL,France,1370,33818.34,2003-11-22,10397
242,"Alpha Cognac",61.77.6555,NULL,France,1370,12432.32,2005-06-03,10136
242,"Alpha Cognac",61.77.6555,NULL,France,1370,12432.32,2005-06-03,10178
242,"Alpha Cognac",61.77.6555,NULL,France,1370,12432.32,2005-06-03,10397
242,"Alpha Cognac",61.77.6555,NULL,France,1370,14232.70,2003-07-21,10136
242,"Alpha Cognac",61.77.6555,NULL,France,1370,14232.70,2003-07-21,10178
242,"Alpha Cognac",61.77.6555,NULL,France,1370,14232.70,2003-07-21,10397
247,"Messner Shopping Network",069-0555984,NULL,Germany,NULL,NULL,NULL,NULL
249,"Amica Models & Co.",011-4988555,NULL,Italy,1401,33924.24,2004-09-19,10280
249,"Amica Models & Co.",011-4988555,NULL,Italy,1401,33924.24,2004-09-19,10293
249,"Amica Models & Co.",011-4988555,NULL,Italy,1401,48298.99,2004-09-04,10280
249,"Amica Models & Co.",011-4988555,NULL,Italy,1401,48298.99,2004-09-04,10293
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,17928.09,2005-05-17,10134
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,17928.09,2005-05-17,10356
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,17928.09,2005-05-17,10395
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,26311.63,2004-12-30,10134
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,26311.63,2004-12-30,10356
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,26311.63,2004-12-30,10395
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,23419.47,2003-07-18,10134
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,23419.47,2003-07-18,10356
250,"Lyon Souveniers","+33 1 46 62 7555",NULL,France,1337,23419.47,2003-07-18,10395
256,"Auto Associés & Cie.",30.59.8555,NULL,France,1370,5759.42,2004-02-10,10216
256,"Auto Associés & Cie.",30.59.8555,NULL,France,1370,5759.42,2004-02-10,10304
256,"Auto Associés & Cie.",30.59.8555,NULL,France,1370,53116.99,2004-10-22,10216
256,"Auto Associés & Cie.",30.59.8555,NULL,France,1370,53116.99,2004-10-22,10304
259,"Toms Spezialitäten, Ltd",0221-5554327,NULL,Germany,1504,61234.67,2004-11-06,10191
259,"Toms Spezialitäten, Ltd",0221-5554327,NULL,Germany,1504,61234.67,2004-11-06,10310
259,"Toms Spezialitäten, Ltd",0221-5554327,NULL,Germany,1504,27988.47,2003-12-07,10191
259,"Toms Spezialitäten, Ltd",0221-5554327,NULL,Germany,1504,27988.47,2003-12-07,10310
260,"Royal Canadian Collectables, Ltd.","(604) 555-4555",BC,Canada,1323,37527.58,2004-08-30,10235
260,"Royal Canadian Collectables, Ltd.","(604) 555-4555",BC,Canada,1323,37527.58,2004-08-30,10283
260,"Royal Canadian Collectables, Ltd.","(604) 555-4555",BC,Canada,1323,29284.42,2004-04-24,10235
260,"Royal Canadian Collectables, Ltd.","(604) 555-4555",BC,Canada,1323,29284.42,2004-04-24,10283
273,"Franken Gifts, Co",089-0877555,NULL,Germany,NULL,NULL,NULL,NULL
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,27083.78,2005-02-09,10148
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,27083.78,2005-02-09,10169
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,27083.78,2005-02-09,10370
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,27083.78,2005-02-09,10391
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,38547.19,2003-11-13,10148
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,38547.19,2003-11-13,10169
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,38547.19,2003-11-13,10370
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,38547.19,2003-11-13,10391
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,41554.73,2003-09-28,10148
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,41554.73,2003-09-28,10169
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,41554.73,2003-09-28,10370
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,41554.73,2003-09-28,10391
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,29848.52,2005-04-30,10148
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,29848.52,2005-04-30,10169
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,29848.52,2005-04-30,10370
276,"Anna's Decorations, Ltd","02 9936 8555",NSW,Australia,1611,29848.52,2005-04-30,10391
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37654.09,2004-12-05,10106
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37654.09,2004-12-05,10173
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37654.09,2004-12-05,10328
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,52151.81,2003-03-02,10106
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,52151.81,2003-03-02,10173
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,52151.81,2003-03-02,10328
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37723.79,2003-11-24,10106
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37723.79,2003-11-24,10173
278,"Rovelli Gifts",035-640555,NULL,Italy,1401,37723.79,2003-11-24,10328
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,24013.52,2003-08-03,10139
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,24013.52,2003-08-03,10270
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,24013.52,2003-08-03,10361
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,24013.52,2003-08-03,10420
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,35806.73,2004-08-02,10139
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,35806.73,2004-08-02,10270
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,35806.73,2004-08-02,10361
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,35806.73,2004-08-02,10420
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,31835.36,2005-01-03,10139
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,31835.36,2005-01-03,10270
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,31835.36,2005-01-03,10361
282,"Souveniers And Things Co.","+61 2 9495 8555",NSW,Australia,1611,31835.36,2005-01-03,10420
286,"Marta's Replicas Co.",6175558555,MA,USA,1216,47411.33,2004-10-28,10285
286,"Marta's Replicas Co.",6175558555,MA,USA,1216,47411.33,2004-10-28,10305
286,"Marta's Replicas Co.",6175558555,MA,USA,1216,43134.04,2004-09-05,10285
286,"Marta's Replicas Co.",6175558555,MA,USA,1216,43134.04,2004-09-05,10305
293,"BG&E Collectables","+41 26 425 50 01",NULL,Switzerland,NULL,NULL,NULL,NULL
298,"Vida Sport, Ltd",0897-034555,NULL,Switzerland,1702,47375.92,2004-03-13,10225
298,"Vida Sport, Ltd",0897-034555,NULL,Switzerland,1702,47375.92,2004-03-13,10287
298,"Vida Sport, Ltd",0897-034555,NULL,Switzerland,1702,61402.00,2004-09-18,10225
298,"Vida Sport, Ltd",0897-034555,NULL,Switzerland,1702,61402.00,2004-09-18,10287
299,"Norway Gifts By Mail, Co.","+47 2212 1555",NULL,"Norway  ",1504,36798.88,2003-10-24,10284
299,"Norway Gifts By Mail, Co.","+47 2212 1555",NULL,"Norway  ",1504,36798.88,2003-10-24,10301
299,"Norway Gifts By Mail, Co.","+47 2212 1555",NULL,"Norway  ",1504,32260.16,2004-09-05,10284
299,"Norway Gifts By Mail, Co.","+47 2212 1555",NULL,"Norway  ",1504,32260.16,2004-09-05,10301
303,"Schuyler Imports","+31 20 491 9555",NULL,Netherlands,NULL,NULL,NULL,NULL
307,"Der Hund Imports",030-0074555,NULL,Germany,NULL,NULL,NULL,NULL
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,46770.52,2005-02-15,10151
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,46770.52,2005-02-15,10239
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,46770.52,2005-02-15,10373
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,32723.04,2003-10-06,10151
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,32723.04,2003-10-06,10239
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,32723.04,2003-10-06,10373
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,16212.59,2004-04-25,10151
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,16212.59,2004-04-25,10239
311,"Oulu Toy Supplies, Inc.",981-443655,NULL,Finland,1501,16212.59,2004-04-25,10373
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,45352.47,2004-08-09,10221
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,45352.47,2004-08-09,10273
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,45352.47,2004-08-09,10423
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,16901.38,2004-03-03,10221
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,16901.38,2004-03-03,10273
314,"Petit Auto","(02) 5554 67",NULL,Belgium,1401,16901.38,2004-03-03,10423
319,"Mini Classics",9145554562,NY,USA,1323,42339.76,2004-11-06,10195
319,"Mini Classics",9145554562,NY,USA,1323,42339.76,2004-11-06,10308
319,"Mini Classics",9145554562,NY,USA,1323,36092.40,2003-12-07,10195
319,"Mini Classics",9145554562,NY,USA,1323,36092.40,2003-12-07,10308
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,8307.28,2005-01-18,10143
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,8307.28,2005-01-18,10185
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,8307.28,2005-01-18,10365
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,41016.75,2003-08-20,10143
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,41016.75,2003-08-20,10185
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,41016.75,2003-08-20,10365
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,52548.49,2003-11-24,10143
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,52548.49,2003-11-24,10185
320,"Mini Creations Ltd.",5085559555,MA,USA,1188,52548.49,2003-11-24,10365
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,85559.12,2003-11-03,10159
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,85559.12,2003-11-03,10162
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,85559.12,2003-11-03,10381
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,85559.12,2003-11-03,10384
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,46781.66,2005-03-15,10159
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,46781.66,2005-03-15,10162
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,46781.66,2005-03-15,10381
321,"Corporate Gift Ideas Co.",6505551386,CA,USA,1165,46781.66,2005-03-15,10384
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,75020.13,2005-05-23,10132
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,75020.13,2005-05-23,10254
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,75020.13,2005-05-23,10354
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,75020.13,2005-05-23,10393
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,75020.13,2005-05-23,10404
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,37281.36,2004-06-24,10132
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,37281.36,2004-06-24,10254
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,37281.36,2004-06-24,10354
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,37281.36,2004-06-24,10393
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,37281.36,2004-06-24,10404
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,2880.00,2003-07-05,10132
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,2880.00,2003-07-05,10254
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,2880.00,2003-07-05,10354
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,2880.00,2003-07-05,10393
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,2880.00,2003-07-05,10404
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,39440.59,2004-12-24,10132
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,39440.59,2004-12-24,10254
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,39440.59,2004-12-24,10354
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,39440.59,2004-12-24,10393
323,"Down Under Souveniers, Inc","+64 9 312 5555",NULL,"New Zealand",1612,39440.59,2004-12-24,10404
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,13671.82,2004-12-13,10129
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,13671.82,2004-12-13,10175
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,13671.82,2004-12-13,10351
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,29429.14,2003-07-07,10129
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,29429.14,2003-07-07,10175
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,29429.14,2003-07-07,10351
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,37455.77,2003-11-23,10129
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,37455.77,2003-11-23,10175
324,"Stylish Desk Decors, Co.","(171) 555-0297",NULL,UK,1501,37455.77,2003-11-23,10351
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,7178.66,2004-04-16,10233
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,7178.66,2004-04-16,10251
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,7178.66,2004-04-16,10401
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,31102.85,2004-05-30,10233
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,31102.85,2004-05-30,10251
328,"Tekni Collectables Inc.",2015559350,NJ,USA,1323,31102.85,2004-05-30,10401
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,23936.53,2003-11-15,10152
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,23936.53,2003-11-15,10174
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,23936.53,2003-11-15,10374
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,9821.32,2003-10-17,10152
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,9821.32,2003-10-17,10174
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,9821.32,2003-10-17,10374
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,21432.31,2005-03-01,10152
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,21432.31,2005-03-01,10174
333,"Australian Gift Network, Co",61-7-3844-6555,Queensland,Australia,1611,21432.31,2005-03-01,10374
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,45785.34,2005-01-27,10141
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,45785.34,2005-01-27,10247
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,45785.34,2005-01-27,10363
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,29716.86,2003-08-16,10141
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,29716.86,2003-08-16,10247
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,29716.86,2003-08-16,10363
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,28394.54,2004-05-22,10141
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,28394.54,2004-05-22,10247
334,"Suominen Souveniers","+358 9 8045 555",NULL,Finland,1501,28394.54,2004-05-22,10363
335,"Cramer Spezialitäten, Ltd",0555-09555,NULL,Germany,NULL,NULL,NULL,NULL
339,"Classic Gift Ideas, Inc",2155554695,PA,USA,1188,23333.06,2004-10-24,10183
339,"Classic Gift Ideas, Inc",2155554695,PA,USA,1188,23333.06,2004-10-24,10307
339,"Classic Gift Ideas, Inc",2155554695,PA,USA,1188,34606.28,2003-11-28,10183
339,"Classic Gift Ideas, Inc",2155554695,PA,USA,1188,34606.28,2003-11-28,10307
344,"CAF Imports","+34 913 728 555",NULL,Spain,1702,31428.21,2003-11-24,10177
344,"CAF Imports","+34 913 728 555",NULL,Spain,1702,31428.21,2003-11-24,10231
344,"CAF Imports","+34 913 728 555",NULL,Spain,1702,15322.93,2004-04-02,10177
344,"CAF Imports","+34 913 728 555",NULL,Spain,1702,15322.93,2004-04-02,10231
347,"Men 'R' US Retailers, Ltd.",2155554369,CA,USA,1166,21053.69,2004-01-18,10160
347,"Men 'R' US Retailers, Ltd.",2155554369,CA,USA,1166,21053.69,2004-01-18,10209
347,"Men 'R' US Retailers, Ltd.",2155554369,CA,USA,1166,20452.50,2003-10-24,10160
347,"Men 'R' US Retailers, Ltd.",2155554369,CA,USA,1166,20452.50,2003-10-24,10209
348,"Asian Treasures, Inc.","2967 555","Co. Cork",Ireland,NULL,NULL,NULL,NULL
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,18888.31,2004-12-11,10122
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,18888.31,2004-12-11,10344
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,18888.31,2004-12-11,10364
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,50824.66,2003-05-25,10122
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,50824.66,2003-05-25,10344
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,50824.66,2003-05-25,10364
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,1834.56,2005-01-29,10122
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,1834.56,2005-01-29,10344
350,"Marseille Mini Autos",91.24.4555,NULL,France,1337,1834.56,2005-01-29,10364
353,"Reims Collectables",26.47.1555,NULL,France,1337,49705.52,2005-01-10,10121
353,"Reims Collectables",26.47.1555,NULL,France,1337,49705.52,2005-01-10,10137
353,"Reims Collectables",26.47.1555,NULL,France,1337,49705.52,2005-01-10,10343
353,"Reims Collectables",26.47.1555,NULL,France,1337,49705.52,2005-01-10,10359
353,"Reims Collectables",26.47.1555,NULL,France,1337,49705.52,2005-01-10,10398
353,"Reims Collectables",26.47.1555,NULL,France,1337,13920.26,2003-07-21,10121
353,"Reims Collectables",26.47.1555,NULL,France,1337,13920.26,2003-07-21,10137
353,"Reims Collectables",26.47.1555,NULL,France,1337,13920.26,2003-07-21,10343
353,"Reims Collectables",26.47.1555,NULL,France,1337,13920.26,2003-07-21,10359
353,"Reims Collectables",26.47.1555,NULL,France,1337,13920.26,2003-07-21,10398
353,"Reims Collectables",26.47.1555,NULL,France,1337,16700.47,2003-05-21,10121
353,"Reims Collectables",26.47.1555,NULL,France,1337,16700.47,2003-05-21,10137
353,"Reims Collectables",26.47.1555,NULL,France,1337,16700.47,2003-05-21,10343
353,"Reims Collectables",26.47.1555,NULL,France,1337,16700.47,2003-05-21,10359
353,"Reims Collectables",26.47.1555,NULL,France,1337,16700.47,2003-05-21,10398
353,"Reims Collectables",26.47.1555,NULL,France,1337,46656.94,2005-06-09,10121
353,"Reims Collectables",26.47.1555,NULL,France,1337,46656.94,2005-06-09,10137
353,"Reims Collectables",26.47.1555,NULL,France,1337,46656.94,2005-06-09,10343
353,"Reims Collectables",26.47.1555,NULL,France,1337,46656.94,2005-06-09,10359
353,"Reims Collectables",26.47.1555,NULL,France,1337,46656.94,2005-06-09,10398
356,"SAR Distributors, Co","+27 21 550 3555",Pretoria,"South Africa",NULL,NULL,NULL,NULL
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,20220.04,2003-12-16,10202
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,20220.04,2003-12-16,10260
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,20220.04,2003-12-16,10410
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,36442.34,2004-05-15,10202
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,36442.34,2004-05-15,10260
357,GiftsForHim.com,64-9-3763555,NULL,"New Zealand",1612,36442.34,2004-05-15,10410
361,"Kommission Auto",0251-555259,NULL,Germany,NULL,NULL,NULL,NULL
362,Gifts4AllAges.com,6175559555,MA,USA,1216,18473.71,2004-07-11,10264
362,Gifts4AllAges.com,6175559555,MA,USA,1216,18473.71,2004-07-11,10295
362,Gifts4AllAges.com,6175559555,MA,USA,1216,18473.71,2004-07-11,10414
362,Gifts4AllAges.com,6175559555,MA,USA,1216,15059.76,2004-09-21,10264
362,Gifts4AllAges.com,6175559555,MA,USA,1216,15059.76,2004-09-21,10295
362,Gifts4AllAges.com,6175559555,MA,USA,1216,15059.76,2004-09-21,10414
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,50799.69,2004-11-17,10100
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,50799.69,2004-11-17,10192
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,50799.69,2004-11-17,10322
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,10223.83,2003-01-16,10100
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,10223.83,2003-01-16,10192
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,10223.83,2003-01-16,10322
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,55425.77,2003-12-05,10100
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,55425.77,2003-12-05,10192
363,"Online Diecast Creations Co.",6035558647,NH,USA,1216,55425.77,2003-12-05,10322
369,"Lisboa Souveniers, Inc","(1) 354-2555",NULL,Portugal,NULL,NULL,NULL,NULL
376,"Precious Collectables",0452-076555,NULL,Switzerland,1702,NULL,NULL,NULL
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,28322.83,2005-02-12,10147
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,28322.83,2005-02-12,10274
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,28322.83,2005-02-12,10369
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,32680.31,2003-09-16,10147
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,32680.31,2003-09-16,10274
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,32680.31,2003-09-16,10369
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,12530.51,2004-08-02,10147
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,12530.51,2004-08-02,10274
379,"Collectables For Less Inc.",6175558555,MA,USA,1188,12530.51,2004-08-02,10369
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,12081.52,2004-12-03,10116
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,12081.52,2004-12-03,10144
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,12081.52,2004-12-03,10338
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,12081.52,2004-12-03,10366
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1627.56,2003-04-19,10116
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1627.56,2003-04-19,10144
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1627.56,2003-04-19,10338
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1627.56,2003-04-19,10366
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,14379.90,2005-02-03,10116
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,14379.90,2005-02-03,10144
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,14379.90,2005-02-03,10338
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,14379.90,2005-02-03,10366
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1128.20,2003-08-22,10116
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1128.20,2003-08-22,10144
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1128.20,2003-08-22,10338
381,"Royale Belge","(071) 23 67 2555",NULL,Belgium,1401,1128.20,2003-08-22,10366
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,35826.33,2003-05-12,10119
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,35826.33,2003-05-12,10269
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,35826.33,2003-05-12,10341
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,35826.33,2003-05-12,10419
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,6419.84,2004-08-01,10119
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,6419.84,2004-08-01,10269
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,6419.84,2004-08-01,10341
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,6419.84,2004-08-01,10419
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,42813.83,2004-11-27,10119
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,42813.83,2004-11-27,10269
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,42813.83,2004-11-27,10341
382,"Salzburg Collectables",6562-9555,NULL,Austria,1401,42813.83,2004-11-27,10419
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,20644.24,2003-12-02,10108
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,20644.24,2003-12-02,10198
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,20644.24,2003-12-02,10330
385,"Cruz & Sons Co.","+63 2 555 3587",NULL,Philippines,1621,15822.84,2004-11-19,10108
